,Step,charmed-sweep-1 - l2_loss_track,charmed-sweep-1 - l2_loss_track__MIN,charmed-sweep-1 - l2_loss_track__MAX,neat-sweep-1 - l2_loss_track,neat-sweep-1 - l2_loss_track__MIN,neat-sweep-1 - l2_loss_track__MAX,peach-sweep-1 - l2_loss_track,peach-sweep-1 - l2_loss_track__MIN,peach-sweep-1 - l2_loss_track__MAX,astral-sweep-1 - l2_loss_track,astral-sweep-1 - l2_loss_track__MIN,astral-sweep-1 - l2_loss_track__MAX,copper-sweep-1 - l2_loss_track,copper-sweep-1 - l2_loss_track__MIN,copper-sweep-1 - l2_loss_track__MAX,icy-sweep-1 - l2_loss_track,icy-sweep-1 - l2_loss_track__MIN,icy-sweep-1 - l2_loss_track__MAX,royal-sweep-1 - l2_loss_track,royal-sweep-1 - l2_loss_track__MIN,royal-sweep-1 - l2_loss_track__MAX,effortless-sweep-1 - l2_loss_track,effortless-sweep-1 - l2_loss_track__MIN,effortless-sweep-1 - l2_loss_track__MAX,atomic-sweep-1 - l2_loss_track,atomic-sweep-1 - l2_loss_track__MIN,atomic-sweep-1 - l2_loss_track__MAX,atomic-sweep-1 - l2_loss_track,atomic-sweep-1 - l2_loss_track__MIN,atomic-sweep-1 - l2_loss_track__MAX
0,0.0,0.9235143661499025,0.9235143661499025,0.9235143661499025,0.9228962659835817,0.9228962659835817,0.9228962659835817,0.9198039174079896,0.9198039174079896,0.9198039174079896,0.9252789616584778,0.9252789616584778,0.9252789616584778,0.92819482088089,0.92819482088089,0.92819482088089,0.9259551167488098,0.9259551167488098,0.9259551167488098,0.92469322681427,0.92469322681427,0.92469322681427,0.9255860447883606,0.9255860447883606,0.9255860447883606,0.9295525550842284,0.9295525550842284,0.9295525550842284,0.9227792620658876,0.9227792620658876,0.9227792620658876
1,2.0,0.9201747179031372,0.9201747179031372,0.9201747179031372,0.8998729586601257,0.8998729586601257,0.8998729586601257,0.8924782276153564,0.8924782276153564,0.8924782276153564,0.9000304341316223,0.9000304341316223,0.9000304341316223,0.8872805237770081,0.8872805237770081,0.8872805237770081,0.9119917154312134,0.9119917154312134,0.9119917154312134,0.9154133796691896,0.9154133796691896,0.9154133796691896,0.9011370539665222,0.9011370539665222,0.9011370539665222,0.9215142130851746,0.9215142130851746,0.9215142130851746,0.9052134156227112,0.9052134156227112,0.9052134156227112
2,4.0,0.9023661017417908,0.9023661017417908,0.9023661017417908,0.8854556083679199,0.8854556083679199,0.8854556083679199,0.8859899044036865,0.8859899044036865,0.8859899044036865,0.8666415214538574,0.8666415214538574,0.8666415214538574,0.8687776327133179,0.8687776327133179,0.8687776327133179,0.8966165781021118,0.8966165781021118,0.8966165781021118,0.8968367576599121,0.8968367576599121,0.8968367576599121,0.8828118443489075,0.8828118443489075,0.8828118443489075,0.9015655517578124,0.9015655517578124,0.9015655517578124,0.8732506036758423,0.8732506036758423,0.8732506036758423
3,6.0,0.8835830092430115,0.8835830092430115,0.8835830092430115,0.8909860253334045,0.8909860253334045,0.8909860253334045,0.8713310360908508,0.8713310360908508,0.8713310360908508,0.8628309965133667,0.8628309965133667,0.8628309965133667,0.8494834303855896,0.8494834303855896,0.8494834303855896,0.8958067297935486,0.8958067297935486,0.8958067297935486,0.8944132328033447,0.8944132328033447,0.8944132328033447,0.8852676749229431,0.8852676749229431,0.8852676749229431,0.8829588890075684,0.8829588890075684,0.8829588890075684,0.8533911108970642,0.8533911108970642,0.8533911108970642
4,8.0,0.8793054819107056,0.8793054819107056,0.8793054819107056,0.8855775594711304,0.8855775594711304,0.8855775594711304,0.8636658191680908,0.8636658191680908,0.8636658191680908,0.8616792559623718,0.8616792559623718,0.8616792559623718,0.8458949327468872,0.8458949327468872,0.8458949327468872,0.8783972263336182,0.8783972263336182,0.8783972263336182,0.8861588835716248,0.8861588835716248,0.8861588835716248,0.8760806918144226,0.8760806918144226,0.8760806918144226,0.8772047162055969,0.8772047162055969,0.8772047162055969,0.8515978455543518,0.8515978455543518,0.8515978455543518
5,10.0,0.8735573887825012,0.8735573887825012,0.8735573887825012,0.8627129197120667,0.8627129197120667,0.8627129197120667,0.8646089434623718,0.8646089434623718,0.8646089434623718,0.8568920493125916,0.8568920493125916,0.8568920493125916,0.8429359793663025,0.8429359793663025,0.8429359793663025,0.8708657622337341,0.8708657622337341,0.8708657622337341,0.877527117729187,0.877527117729187,0.877527117729187,0.8619129061698914,0.8619129061698914,0.8619129061698914,0.871890664100647,0.871890664100647,0.871890664100647,0.841756284236908,0.841756284236908,0.841756284236908
6,12.0,0.8535428047180176,0.8535428047180176,0.8535428047180176,0.8458608984947205,0.8458608984947205,0.8458608984947205,0.8405218720436096,0.8405218720436096,0.8405218720436096,0.8309316635131836,0.8309316635131836,0.8309316635131836,0.8419195413589478,0.8419195413589478,0.8419195413589478,0.86185622215271,0.86185622215271,0.86185622215271,0.8469604253768921,0.8469604253768921,0.8469604253768921,0.8565817475318909,0.8565817475318909,0.8565817475318909,0.8608590960502625,0.8608590960502625,0.8608590960502625,0.8386655449867249,0.8386655449867249,0.8386655449867249
7,14.0,0.8386563062667847,0.8386563062667847,0.8386563062667847,0.8445338606834412,0.8445338606834412,0.8445338606834412,0.8384457230567932,0.8384457230567932,0.8384457230567932,0.828765869140625,0.828765869140625,0.828765869140625,0.8369385004043579,0.8369385004043579,0.8369385004043579,0.8439520597457886,0.8439520597457886,0.8439520597457886,0.8403418064117432,0.8403418064117432,0.8403418064117432,0.8487963080406189,0.8487963080406189,0.8487963080406189,0.8601478338241577,0.8601478338241577,0.8601478338241577,0.8279874324798584,0.8279874324798584,0.8279874324798584
8,16.0,0.8345836400985718,0.8345836400985718,0.8345836400985718,0.8344126343727112,0.8344126343727112,0.8344126343727112,0.832179844379425,0.832179844379425,0.832179844379425,0.8283535838127136,0.8283535838127136,0.8283535838127136,0.8356690406799316,0.8356690406799316,0.8356690406799316,0.8377195000648499,0.8377195000648499,0.8377195000648499,0.8393549919128418,0.8393549919128418,0.8393549919128418,0.8488438129425049,0.8488438129425049,0.8488438129425049,0.8552908897399902,0.8552908897399902,0.8552908897399902,0.8289511203765869,0.8289511203765869,0.8289511203765869
9,18.0,0.8198137283325195,0.8198137283325195,0.8198137283325195,0.8253441452980042,0.8253441452980042,0.8253441452980042,0.8179487586021423,0.8179487586021423,0.8179487586021423,0.8241567611694336,0.8241567611694336,0.8241567611694336,0.8262796401977539,0.8262796401977539,0.8262796401977539,0.8283799886703491,0.8283799886703491,0.8283799886703491,0.827117919921875,0.827117919921875,0.827117919921875,0.8398609757423401,0.8398609757423401,0.8398609757423401,0.8509814739227295,0.8509814739227295,0.8509814739227295,0.8206866979598999,0.8206866979598999,0.8206866979598999
